#LICENSE_ID,SOURCE_SYSTEM,CALLSIGN,FACILITY_ID,FRN,LIC_NAME,COMMON_NAME,RADIO_SERVICE_CODE,RADIO_SERVICE_DESC,ROLLUP_CATEGORY_CODE,ROLLUP_CATEGORY_DESC,GRANT_DATE,EXPIRED_DATE,CANCELLATION_DATE,LAST_ACTION_DATE,LIC_STATUS_CODE,LIC_STATUS_DESC,ROLLUP_STATUS_CODE,ROLLUP_STATUS_DESC,ENTITY_TYPE_CODE,ENTITY_TYPE_DESC,ROLLUP_ENTITY_CODE,ROLLUP_ENTITY_DESC,LIC_ADDRESS,LIC_CITY,LIC_STATE,LIC_ZIP_CODE,LIC_ATTENTION_LINE,CONTACT_COMPANY,CONTACT_NAME,CONTACT_TITLE,CONTACT_ADDRESS1,CONTACT_ADDRESS2,CONTACT_CITY,CONTACT_STATE,CONTACT_ZIP,CONTACT_COUNTRY,CONTACT_PHONE,CONTACT_FAX,CONTACT_EMAIL,MARKET_CODE,MARKET_DESC,CHANNEL_BLOCK,LOC_TYPE_CODE,LOC_TYPE_DESC,LOC_CITY,LOC_COUNTY_CODE,LOC_COUNTY_NAME,LOC_STATE,LOC_RADIUS_OP,LOC_SEQ_ID,LOC_LAT_DEG,LOC_LAT_MIN,LOC_LAT_SEC,LOC_LAT_DIR,LOC_LONG_DEG,LOC_LONG_MIN,LOC_LONG_SEC,LOC_LONG_DIR,HGT_STRUCTURE,ASR_NUM,ANTENNA_ID,ANT_SEQ_ID,ANT_MAKE,ANT_MODEL,ANT_TYPE_CODE,ANT_TYPE_DESC,AZIMUTH,BEAMWIDTH,POLARIZATION_CODE,FREQUENCY_ID,FREQ_SEQ_ID,FREQ_CLASS_STATION_CODE,FREQ_CLASS_STATION_DESC,POWER_ERP,POWER_OUTPUT,FREQUENCY_ASSIGNED,FREQUENCY_UPPER_BAND,UNIT_OF_MEASURE,TOLERANCE,EMISSION_ID,EMISSION_SEQ_ID,EMISSION_CODE,GROUND_ELEVATION
1000000474,"CDBS","K17DU-D",474,"0026455469","EDGE SPECTRUM, INC.",,"LD","Digital Translator or Digital LPTV","Broadcast","Broadcast","04/11/2001 12:59:58","02/01/2023 00:00:00",,"04/11/2001 12:59:58","LICEN","LICENSED","A","Active",,"Unknown","B","Business","7829 CENTER BLVD. SE. NO. 190","SNOQUALMIE","WA","98065-9096",,"3ABN","MOSES PRIMO",,,,,,,,"6186274651",,"MOSES@3ABN.ORG",,,,"TX","TV Translator or LPTV station","CHRISTMAS VALLEY",,,"OR",,474,43,9,55.0,"N",120,52,45.0,"W",,,1000000511,16974,"AND","ALP8L1-HSD","D","Directional",,,"H",1000000511,,,,4.660,,488.00000000,488.00000000,"MHz.",,,,,
1000000476,"CDBS","DK02PK",476,"0003716198","THREE ANGELS BROADCASTING NETWORK, INC.",,"TX","TV Translator or LPTV station","Broadcast","Broadcast","07/30/2013 00:00:00","02/01/2015 00:00:00","07/30/2013 00:00:00","07/30/2013 00:00:00","LICAN","LICENSE CANCELLED","C","Cancelled",,"Unknown","B","Business","PO BOX 220","WEST FRANKFORT","IL","62896-0220",,"3ABN","MOSES PRIMO",,,,,,,,"6186274651",,"MOSES@3ABN.ORG",,,,"TX","TV Translator or LPTV station","JOHN DAY",,,"OR",,476,44,26,2.0,"N",118,57,27.0,"W",,,1000000517,,,,"N","Non-Directional",,,"H",1000000517,,,,0.002,,54.00000000,60.00000000,"MHz.",,,,,
1000000478,"CDBS","WVAC-FM",478,"0010619799","ADRIAN COLLEGE",,"FM","FM Station","Broadcast","Broadcast","08/03/2015 00:00:00","10/01/2020 00:00:00",,"08/03/2015 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","110 S. MADISON","ADRIAN","MI","49221",,"IRWIN, CAMPBELL & TANNENWALD, P.C.","MATTHEW H. MCCORMICK",,,,,,,,"2027280400",,"MMCCORMICK@ICTPC.COM",,,,"FM","FM Station","ADRIAN",,,"MI",,478,41,53,55.0,"N",84,3,33.0,"W",,,1000000522,,,,,,,,,1000000522,,"D","A Noncommercial educational operating with no more than 10W",0.013,,107.90000000,107.90000000,"MHz.",,,,,
1000000537,"CDBS","DWCHZ",537,"0019468842","BEASLEY MEDIA GROUP, LLC",,"AM","AM Station","Broadcast","Broadcast","02/05/2015 00:00:00","04/01/2020 00:00:00","02/05/2015 00:00:00","02/05/2015 00:00:00","LICAN","LICENSE CANCELLED","C","Cancelled",,"Unknown","B","Business","3033 RIVIERA DRIVE, SUITE 200","NAPLES","FL","34103",,,,,,,,,,,,,,,,,"AM","AM Station","AUGUSTA",,,"GA",,537,33,31,0.0,"N",82,0,36.0,"W",,"1025993",1000000553,,,,"DAN","Directional Antenna: Nighttime Only",,,,1000000553,,"B","Clear and Regional channel 0.25kW-50kW stations, delivering only primary service",,,1480.00000000,1480.00000000,"KHz.",,,,,
1000000573,"CDBS","WQBS",573,"0003732435","AERCO BROADCASTING CORPORATION","AERCO BROADCASTING CORPORATION","AM","AM Station","Broadcast","Broadcast","05/04/2018 00:00:00","02/01/2028 00:00:00",,"05/04/2018 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","1508 CALLE BORI, URB ANTONSANTI","SAN JUAN","PR","00927",,,,,,,,,,,,,,,,,"AM","AM Station","SAN JUAN",,,"PR",,573,18,21,8.0,"N",66,12,6.0,"W",66.0,"1211861",1000000571,,,,"DA2","Directional Antenna: Different constants day and night",,,,1000000571,,"B","Clear and Regional channel 0.25kW-50kW stations, delivering only primary service",,,870.00000000,870.00000000,"KHz.",,,,,
1000000586,"CDBS","WVAD-LD",586,"0001843697","WORD OF GOD FELLOWSHIP, INC.","WORD OF GOD FELLOWSHIP, INC.","LD","Digital Translator or Digital LPTV","Broadcast","Broadcast","04/24/2002 12:56:28","10/01/2020 00:00:00",,"04/24/2002 12:56:28","LICEN","LICENSED","A","Active",,"Unknown","B","Business","3901 HIGHWAY 121 SOUTH","BEDFORD","TX","76021",,,,,,,,,,,,,,,,,"LD","Digital Translator or Digital LPTV","CHESAPEAKE",,,"VA",,586,36,48,37.0,"N",76,16,58.0,"W",,"1053614",1000000579,17722,"ANT","ACS16A","D","Directional",,,,1000000579,,,,15.000,,536.00000000,536.00000000,"MHz.",,,,,2.7000000
1000000586,"CDBS","WVAD-LD",586,"0001843697","WORD OF GOD FELLOWSHIP, INC.","WORD OF GOD FELLOWSHIP, INC.","LD","Digital Translator or Digital LPTV","Broadcast","Broadcast","04/24/2002 12:56:28","10/01/2020 00:00:00",,"04/24/2002 12:56:28","LICEN","LICENSED","A","Active",,"Unknown","B","Business","3901 HIGHWAY 121 SOUTH","BEDFORD","TX","76021",,,"ROBERT E. KELLY",,,,,,,,"7034473117",,"REKELLY@TIDALWAVE.NET",,,,"TX","TV Translator or LPTV station","CHESAPEAKE",,,"VA",,586,36,48,39.0,"N",76,16,56.0,"W",,,1000000581,17722,"ANT","ASC16A","D","Directional",,,"H",1000000581,,,,20.000,,536.00000000,536.00000000,"MHz.",,,,,
1000000593,"CDBS","KWWL",593,"0024972259","KWWL LICENSE, LLC",,"DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:17","02/01/2022 00:00:00",,"05/05/2009 14:54:17","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 909","QUINCY","IL","62306",,"WILKINSON BARKER KNAUER, LLP","KENNETH E. SATTEN, ESQ.",,"2300 N STREET, NW","SUITE 700","WASHINGTON","DC","20037-1128",,"2027834141",,,,,,"TV","Television","WATERLOO",,,"IA",,593,42,24,4.0,"N",91,50,43.0,"W",,"1025917",1000000601,28399,"RCA","TW-18A7-R",,,,,"H",1000000601,,,,316.000,,174.00000000,174.00000000,"MHz.",,,,,
1000000595,"CDBS","WTVM",595,"0027955939","GRAY TELEVISION LICENSEE, LLC","GRAY TELEVISION LICENSEE, LLC","DT","Digital TV","Broadcast","Broadcast","06/16/2009 09:54:27","04/01/2021 00:00:00",,"06/16/2009 09:54:27","LICEN","LICENSED","A","Active",,"Unknown","B","Business","4370 PEACHTREE ROAD, NE","ATLANTA","GA","30319",,"COVINGTON & BURLING LLP","MICHAEL BEDER",,"1201 PENNSYLVANIA AVENUE, NW",,"WASHINGTON","DC","20004",,"2026625138",,"MBEDER@COV.COM",,,,"DT","Digital TV","COLUMBUS",,,"GA",,595,32,19,25.0,"N",84,46,46.0,"W",,"1235246",1000000612,44119,"DIE","TFU-16DSB-M","D","Directional",,,"H",1000000612,,,,528.000,,198.00000000,198.00000000,"MHz.",,,,,152.4000000
1000000607,"CDBS","KVTN-DT",607,"0024969552","VICTORY TELEVISION NETWORK, INC.",,"DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:55:02","06/01/2021 00:00:00",,"05/05/2009 14:55:02","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 26207","LITTLE ROCK","AR","72221-6207",,"WILEY REIN LLP","MARNIE K. SARVER, ESQ.",,"1776 K STREET NW",,"WASHINGTON","DC","20006",,"2027194289",,"MSARVER@WILEYREIN.COM",,,,"TV","Television","PINE BLUFF",,,"AR",,607,34,31,55.0,"N",92,2,41.0,"W",,"1055367",1000000622,67189,"AND","ATW-30H2-HSP-25","D","Directional",,,"H",1000000622,,,,4370.000,,530.00000000,530.00000000,"MHz.",,,,,
1000002802,"CDBS","WMPS",2802,"0003790359","ARLINGTON BROADCASTING COMPANY",,"AM","AM Station","Broadcast","Broadcast","01/08/2004 00:00:00","08/01/2020 00:00:00",,"01/08/2004 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","6080 MT. MORIAH EXT.","MEMPHIS","TN","38115",,,,,,,,,,,,,,,,,"AM","AM Station","BARTLETT",,,"TN",,2802,35,15,40.0,"N",89,49,50.0,"W",,,1000002680,,,,"DA2","Directional Antenna: Different constants day and night",,,,1000002680,,"B","Clear and Regional channel 0.25kW-50kW stations, delivering only primary service",,,1210.00000000,1210.00000000,"KHz.",,,,,
1000002854,"CDBS","KSBT-LD",2854,"0005096367","R&C MEDIA GROUP, INC. D/B/A WCETV",,"LD","Digital Translator or Digital LPTV","Broadcast","Broadcast","11/13/2009 00:00:00","12/01/2022 00:00:00",,"11/13/2009 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","17755 ROWLAND STREET","CITY OF INDUSTRY","CA","91748",,,,,,,,,,,,,,,,,"TX","TV Translator or LPTV station","SANTA BARBARA",,,"CA",,2854,34,27,57.0,"N",119,40,38.0,"W",,,1000002739,17711,"ANT","ACS12BR","D","Directional",,,"H",1000002739,,,,4.580,,578.00000000,578.00000000,"MHz.",,,,,
1000002870,"CDBS","KLEA",2870,"0001727544","NOALMARK BROADCASTING CORPORATION",,"FM","FM Station","Broadcast","Broadcast","12/19/2017 00:00:00","10/01/2021 00:00:00",,"12/19/2017 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","202 W 19TH ST","EL DORADO","AR","71730-3115",,,,,,,,,,,,,"NA",,,,"FM","FM Station","HOBBS",,,"NM",,2870,32,43,30.0,"N",103,9,7.0,"W",,"1207796",1000002759,,"SWR","FM3-8, EIGHT SECTIONS",,,,,,1000002759,,"C3","A Zone II station, with 6kW-25kW ERP and a class contour distance 28km-39km",25.000,6894.000,95.70000000,95.70000000,"MHz.",,,,,
1000002873,"CDBS","WRBI",2873,"0022400840","LEESON MEDIA, LLC",,"FM","FM Station","Broadcast","Broadcast",,"08/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","2890 WASHINGTON AVENUE","FRANKFORT","IN","46041",,"LEESON MEDIA LLC","RANDY LAWSON",,,,,,,,"7652423440",,"RANDY@LEESONMEDIALLC.COM",,,,"FM","FM Station","BATESVILLE",,,"IN",,2873,39,13,24.8,"N",85,15,22.3,"W",,"1029193",1000002779,,"ERI","1105 SERIES WITH RADOMES","N","Non-Directional",,,,1000002779,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",1.950,1600.000,103.90000000,103.90000000,"MHz.",,,,,285.0000000
1000002900,"CDBS","WMVL",2900,"0008002370","VILKIE COMMUNICATIONS, INC.",,"FM","FM Station","Broadcast","Broadcast","05/17/2003 00:00:00","08/01/2022 00:00:00",,"05/17/2003 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","209 S. FRANKLIN STREET","COCHRANTON","PA","16314",,"HOGAN & HARTSON L.L.P.","MARISSA G.  REPP",,,,,,,,"2026376845",,"MGREPP@HHLAW.COM",,,,"FM","FM Station","LINESVILLE",,,"PA",,2900,41,40,48.0,"N",80,27,12.0,"W",,,1000002806,,,,,,,,,1000002806,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",3.000,,101.70000000,101.70000000,"MHz.",,,,,
1000004989,"CDBS","WBFI",4989,"0005061429","BETHEL FELLOWSHIP, INC.",,"FM","FM Station","Broadcast","Broadcast","03/15/2001 10:42:19","08/01/2020 00:00:00",,"03/15/2001 10:42:19","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 2","MCDANIELS","KY","40152",,"REDDY, BEGLEY & MCCORMICK","MATTHEW H. MCCORMICK",,,,,,,,"2026595700",,"RBMFCCLAW@AOL.COM",,,,"FM","FM Station","MCDANIELS",,,"KY",,4989,37,36,6.0,"N",86,22,13.0,"W",,"1214128",1000004808,,"SHI","6600","N","Non-Directional",,,,1000004808,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",5.000,1600.000,91.50000000,91.50000000,"MHz.",,,,,225.0000000
1000005004,"CDBS","K17EZ-D",5004,"0005078076","BETTER LIFE TELEVISION, INC.","BETTER LIFE TELEVISION, INC.","LD","Digital Translator or Digital LPTV","Broadcast","Broadcast","08/28/2013 00:00:00","02/01/2023 00:00:00",,"08/28/2013 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 766","GRANTS PASS","OR","97528",,"DONALD E. MARTIN, P.C.","DONALD MARTIN",,,,,,,,"7036422344",,"DEMPC@PRODIGY.NET",,,,"TX","TV Translator or LPTV station","ROGUE RIVER",,,"OR",,5004,42,25,35.0,"N",123,8,58.0,"W",,,1000004820,,,,"N","Non-Directional",,,"H",1000004820,,,,1.310,,488.00000000,494.00000000,"MHz.",,,,,
1000005005,"CDBS","K25IM-D",5005,"0005078076","BETTER LIFE TELEVISION, INC.","BETTER LIFE TELEVISION, INC.","LD","Digital Translator or Digital LPTV","Broadcast","Broadcast",,"02/01/2023 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 766","GRANTS PASS","OR","97528",,,"DELMER WAGNER",,,,,,,,"5415828024",,,,,,"TX","TV Translator or LPTV station","MEDFORD",,,"OR",,5005,42,17,43.0,"N",122,45,0.0,"W",,,1000004825,20732,"SCA","4DR-16-2HW","D","Directional",,,"H",1000004825,,,,1.170,,536.00000000,542.00000000,"MHz.",,,,,
1000005011,"CDBS","K47GI-D",5011,"0005078076","BETTER LIFE TELEVISION",,"DC","Digital Class A TV","Broadcast","Broadcast","04/11/2001 13:13:29","02/01/2023 00:00:00",,"04/11/2001 13:13:29","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 766","GRANTS PASS","OR","97528",,"DONALD E. MARTIN, P.C.","DONALD MARTIN",,,,,,,,"7036422344",,"DEMPC@PRODIGY.NET",,,,"CA","Class A TV","GRANTS PASS",,,"OR",,5011,42,22,56.0,"N",123,16,29.0,"W",,,1000004847,17689,"ANT","ACB4DR","D","Directional",,,"H",1000004847,,,,10.100,,776.00000000,776.00000000,"MHz.",,,,,
1000005011,"CDBS","K47GI-D",5011,"0005078076","BETTER LIFE TELEVISION",,"DC","Digital Class A TV","Broadcast","Broadcast","04/11/2001 13:13:29","02/01/2023 00:00:00",,"04/11/2001 13:13:29","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 766","GRANTS PASS","OR","97528",,,"DELMER WAGNER",,,,,,,,"5415828024",,,,,,"DC","Digital Class A TV","GRANTS PASS",,,"OR",,5011,42,22,55.9,"N",123,16,28.9,"W",,,1000004849,20748,"SCA","4DR-4S","D","Directional",,,"H",1000004849,,,,0.329,,776.00000000,776.00000000,"MHz.",,,,,1190.0000000
1000005011,"CDBS","K47GI-D",5011,"0005078076","BETTER LIFE TELEVISION",,"DC","Digital Class A TV","Broadcast","Broadcast","04/11/2001 13:13:29","02/01/2023 00:00:00",,"04/11/2001 13:13:29","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 766","GRANTS PASS","OR","97528",,"Donald E. Martin, P.C.","Donald Martin",,,,"Falls Church","VA","22041",,"7036422344",,"dempc@prodigy.net",,,,"DC","Digital Class A TV","GRANTS PASS",,,"OR",,5011,,,,,,,,,,,1000004850,1004227,"SCA","4DR-4S","D","Directional",,,"H",1000004850,,,,0.267,,776.00000000,776.00000000,"MHz.",,,,,1190.0000000
1000005014,"CDBS","K17LM-D",5014,"0026455469","EDGE SPECTRUM, INC.",,"LD","Digital Translator or Digital LPTV","Broadcast","Broadcast","12/11/2012 00:00:00","10/01/2022 00:00:00",,"12/11/2012 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","7829 CENTER BLVD. SE. NO. 190","SNOQUALMIE","WA","98065-9096",,"3ABN","MOSES PRIMO",,,,,,,,"6186274651",,"MOSES@3ABN.ORG",,,,"LD","Digital Translator or Digital LPTV","YUMA",,,"AZ",,5014,32,40,23.0,"N",114,20,16.0,"W",,"1211702",1000004855,106505,"SCA","K72314N","C","Directional Composite",,,,1000004855,,,,6.150,,698.00000000,698.00000000,"MHz.",,,,,504.7000000
